,variantid,gene_symbol,variant_dsi,variant_dpi,variant_consequence_type,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei,year_initial,year_final,source,disease_id
452,rs1478461,METTL9;LOC101927814,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
453,rs1480380,HLA-DMB,0.763,0.36,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
454,rs148696809,None,0.851,0.16,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
455,rs1490176,SORCS3,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
456,rs149268645,WDR12;CARF,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
457,rs149389640,CCDC170,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
458,rs149415148,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
459,rs149702363,LOC101929006,0.925,0.12,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
460,rs149735550,DCC,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
461,rs1498271,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
462,rs1498273,LOC105376373,1.0,0.04,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
463,rs1498274,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
464,rs150175932,DCLK2,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
465,rs150814685,None,0.925,0.12,upstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
466,rs150952348,UNC13D,1.0,0.04,missense variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
467,rs1518395,VRK2,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
468,rs1542212,ARPP21,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
469,rs1548076,None,0.925,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
470,rs1560312,MAPT,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
471,rs1561337,PBRM1,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
472,rs1568452,LOC105377628,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
473,rs159963,RERE,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
474,rs161645,LOC105379109,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
475,rs1620977,NEGR1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
476,rs1625579,MIR137HG,0.763,0.16,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
477,rs1656369,LOC100996447,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2018,ALL,EFO_0003761
478,rs167511,LINC00705;MANCR;LOC105376373,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
479,rs16836940,RPRD2,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
480,rs16841842,DENND1B,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
481,rs16854048,BEND4,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
482,rs16875288,ADAMTS16;LOC101929200,0.851,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
483,rs16887442,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
484,rs1690818,CNTN5,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
485,rs169235,CACNA1E,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
486,rs16935279,LINC01592,0.851,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2015,2015,ALL,EFO_0003761
487,rs169974,SYNE1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
488,rs17022433,LYG2,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
489,rs17052256,PBRM1;SMIM4,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
490,rs1706497,LINC02824,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
491,rs17066873,None,0.851,0.04,non coding transcript exon variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2015,2015,ALL,EFO_0003761
492,rs17069173,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
493,rs17069204,LOC105377929,1.0,0.04,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
494,rs17069274,OSTM1;OSTM1-AS1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
495,rs17133449,LOC105376375;LOC107984197,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
496,rs17133585,LOC105376375,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
497,rs17144465,SP4,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2011,2011,ALL,EFO_0003761
498,rs1715,ZNF615,0.851,0.04,3 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
499,rs17154917,None,0.851,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2015,2015,ALL,EFO_0003761
500,rs17156280,CACNA2D1,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
501,rs17158930,DOCK4,0.851,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2015,2015,ALL,EFO_0003761
502,rs17173608,RARRES2,0.807,0.24,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2014,2014,ALL,EFO_0003761
503,rs17176546,CACNA2D1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
504,rs17211233,RASGRF2,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
505,rs1722229,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2014,2014,ALL,EFO_0003761
506,rs1724422,LINC02210-CRHR1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
507,rs17297024,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
508,rs17298157,None,1.0,0.04,regulatory region variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
509,rs17372054,LOC105376375,1.0,0.04,regulatory region variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
510,rs17387100,PROM1,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2014,2014,ALL,EFO_0003761
511,rs17410557,DCC,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
512,rs17432675,LMOD1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
513,rs17487383,SOX5,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
514,rs17487484,DCC,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
515,rs17508548,GABBR1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
516,rs1755255,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
517,rs17570807,None,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
518,rs17641524,DENND1B,0.925,0.12,splice region variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2019,ALL,EFO_0003761
519,rs1765516,None,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
520,rs17662626,LOC107985969,0.851,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
521,rs17673138,NRG1,0.851,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2015,2015,ALL,EFO_0003761
522,rs17711053,VWC2L,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
523,rs17727765,CRYBA1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
524,rs17790731,RFESD,0.851,0.04,5 prime UTR variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2015,2015,ALL,EFO_0003761
525,rs17792983,None,1.0,0.04,regulatory region variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
526,rs1782179,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
527,rs17828731,None,1.0,0.04,non coding transcript exon variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
528,rs1791684,CCS,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
529,rs1806152,PAX6-AS1;PAUPAR,1.0,0.04,splice region variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
530,rs1806153,PAX6-AS1;PAUPAR,1.0,0.04,non coding transcript exon variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2019,ALL,EFO_0003761
531,rs182377406,None,0.925,0.04,upstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
532,rs183042538,ZHX3,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
533,rs183124483,NLK,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
534,rs1833288,RAB27B,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
535,rs183414028,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
536,rs1838238,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
537,rs1838239,LINC00705;MANCR;LOC105376373,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
538,rs184924771,LINC02699,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
539,rs1860002,CACNA1C,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2011,2011,ALL,EFO_0003761
540,rs1866268,GNL3;PBRM1,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2013,2013,ALL,EFO_0003761
541,rs186736781,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
542,rs1867368,None,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
543,rs1869210,LOC105376375,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
544,rs1875560,DCC,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
545,rs188843168,ATP5MD,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
546,rs1890946,NRDC,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
547,rs189864513,LINC01618,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
548,rs1900599,LRFN5,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
549,rs1901632,None,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2017,2017,ALL,EFO_0003761
550,rs190544851,None,1.0,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
551,rs190662943,DPP10,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
552,rs190783615,None,0.925,0.04,intergenic variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
553,rs1908557,None,0.925,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
554,rs191852465,LOC105375313,1.0,0.04,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
555,rs1933802,LIN28B-AS1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2019,2019,ALL,EFO_0003761
556,rs1935881,BRINP3,0.882,0.08,downstream gene variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2016,2016,ALL,EFO_0003761
557,rs1938526,ANK3,0.882,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2011,2011,ALL,EFO_0003761
558,rs1940709,NCAM1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
559,rs1940728,NCAM1,1.0,0.04,intron variant,C1269683,Major Depressive Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.7,1.0,2018,2018,ALL,EFO_0003761
